Food name in English;WATER(g);PROTCNT(g);FATCE(g);CHOAVLDF(g);SUGAR(g);FIBTG(g);FIBND(g);FIBAD(g);FIBC(g);ASH(g);CELLU(g);LIGN(g);HEMCEL(g)
Rice, Starbonnet, long grain, brown, 1,48 mm kernel thickness, raw;11.4;10.8978;;;;;;;;;;;
Rice, Starbonnet, long grain, brown, 1,28 mm kernel thickness, raw;11.1;11.4681;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, 1,94 mm kernel thickness, raw;13;5.916;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, 1,88 mm kernel thickness, raw;13.1;6.083;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, 1,8 mm kernel thickness, raw;12.9;6.7067;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, 1,65 mm kernel thickness, raw;12.9;8.4487;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, 1,48 mm kernel thickness, raw;12.6;9.0022;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, 1,28 mm kernel thickness, raw;12.7;9.3411;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, 1,94 mm kernel thickness, raw;11.4;7.088;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, 1,88 mm kernel thickness, raw;11.3;7.096;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, 1,8 mm kernel thickness, raw;11.4;7.3538;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, 1,65 mm kernel thickness, raw;11.4;9.0372;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, 1,48 mm kernel thickness, raw;11.4;10.3662;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, 1,28 mm kernel thickness, raw;11.1;11.2903;;;;;;;;;;;
Rice, Starbonnet, long grain, brown, unfractionated, raw;12.9;7.5777;;;;;;;;;;;
Rice, Starbonnet, long grain, brown, unfractionated, raw;11.9;8.1933;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, unfractionated, raw;12.9;6.7938;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, unfractionated, raw;11.9;7.3123;;;;;;;;;;;
Rice, Champoton A-80, brown, raw;8.4;;;;;;;;;1.374;;;
Rice, Morelos A-70, brown, raw;8.4;;;;;;;;;1.4656;;;
Rice, Morelos A-83, brown, raw;8.4;;;;;;;;;1.2824;;;
Rice, Sinaloa A-80, brown, raw;8.4;;;;;;;;;1.0992;;;
Rice, Bamoa A-75, brown, raw;8.4;;;;;;;;;1.0992;;;
Rice, CICA 4, brown, raw;8.4;;;;;;;;;1.5572;;;
Rice, CICA 6, brown, raw;8.4;;;;;;;;;1.0992;;;
Rice, Cardenas A-80, brown, raw;8.4;;;;;;;;;1.5572;;;
Rice, Campeche A-80, brown, raw;8.4;;;;;;;;;1.1908;;;
Rice, Navalato A-71, brown, raw;8.4;;;;;;;;;0.916;;;
Rice, Culiacan A-82, brown, raw;8.4;;;;;;;;;1.0992;;;
Rice, Juchitán A-74, brown, raw;8.4;;;;;;;;;1.2824;;;
Rice, Champoton A-80, white, raw;7;;;;;;;;;0.558;;;
Rice, Morelos A-70, white, raw;7;;;;;;;;;0.93;;;
Rice, Morelos A-83, white, raw;7;;;;;;;;;0.93;;;
Rice, Sinaloa A-80, white, raw;7;;;;;;;;;0.465;;;
Rice, Bamoa A-75, white, raw;7;;;;;;;;;0.372;;;
Rice, CICA 4, white, raw;7;;;;;;;;;0.651;;;
Rice, CICA 6, white, raw;7;;;;;;;;;0.465;;;
Rice, Cardenas A-80, white, raw;7;;;;;;;;;0.93;;;
Rice, Campeche A-80, white, raw;7;;;;;;;;;0.465;;;
Rice, Navalato A-71, white, raw;7;;;;;;;;;0.372;;;
Rice, Culiacan A-82, white, raw;7;;;;;;;;;0.372;;;
Rice, Juchitán A-74, white, raw;7;;;;;;;;;0.837;;;
Rice, Champoton A-80, bran, raw;5.8;;;;;;;;;11.6808;;;
Rice, Morelos A-70, bran, raw;5.8;;;;;;;;;10.362;;;
Rice, Morelos A-83, bran, raw;5.8;;;;;;;;;10.362;;;
Rice, Sinaloa A-80, bran, raw;5.8;;;;;;;;;8.8548;;;
Rice, Bamoa A-75, bran, raw;5.8;;;;;;;;;8.7606;;;
Rice, CICA 4, bran, raw;5.8;;;;;;;;;9.0432;;;
Rice, CICA 6, bran, raw;5.8;;;;;;;;;7.7244;;;
Rice, Cardenas A-80, bran, raw;5.8;;;;;;;;;12.9996;;;
Rice, Campeche A-80, bran, raw;5.8;;;;;;;;;9.6084;;;
Rice, Navalato A-71, bran, raw;5.8;;;;;;;;;7.9128;;;
Rice, Culiacan A-82, bran, raw;5.8;;;;;;;;;8.5722;;;
Rice, Juchitán A-74, bran, raw;5.8;;;;;;;;;7.2534;;;
Rice, Champoton A-80, hull, raw;6.4;;;;;;;;;24.0552;;;
Rice, Morelos A-70, hull, raw;6.4;;;;;;;;;21.3408;;;
Rice, Morelos A-83, hull, raw;6.4;;;;;;;;;23.6808;;;
Rice, Sinaloa A-80, hull, raw;6.4;;;;;;;;;20.124;;;
Rice, Bamoa A-75, hull, raw;6.4;;;;;;;;;19.8432;;;
Rice, CICA 4, hull, raw;6.4;;;;;;;;;18.6264;;;
Rice, CICA 6, hull, raw;6.4;;;;;;;;;17.784;;;
Rice, Cardenas A-80, hull, raw;6.4;;;;;;;;;23.2128;;;
Rice, Campeche A-80, hull, raw;6.4;;;;;;;;;18.72;;;
Rice, Navalato A-71, hull, raw;6.4;;;;;;;;;22.1832;;;
Rice, Culiacan A-82, hull, raw;6.4;;;;;;;;;19.8432;;;
Rice, Juchitán A-74, hull, raw;6.4;;;;;;;;;19.5624;;;
Rice, Japonica, Taikeng 9, brown, raw;14.4;;;;;7.8752;;;;1.1984;;;
Rice, Japonica, Taikeng 9, brown, raw;10.9;;;;;6.4152;;;;1.1583;;;
Rice, Japonica, Tainan 11, brown, raw;14.4;;;;;5.7352;;;;1.1128;;;
Rice, Japonica, Tainan 11, brown, raw;11.4;;;;;6.5564;;;;1.0632;;;
Rice, Japonica, Tainung 71, brown, raw;14.5;;;;;4.959;;;;1.1115;;;
Rice, Japonica, Tainung 71, brown, raw;11.9;;;;;5.4622;;;;1.0572;;;
Rice, Japonica, Kaohsiung 145, brown, raw;14.1;;;;;8.59;;;;1.2026;;;
Rice, Japonica, Kaohsiung 145, brown, raw;11.6;;;;;7.6024;;;;1.2376;;;
Rice, Japonica, Koshihikari, brown, raw;12.8;;;;;6.976;;;;1.3952;;;
Rice, Japonica, Koshihikari, brown, raw;11.4;;;;;4.5186;;;;1.329;;;
Rice, Indica, Taichung sen 10, brown, raw;14.4;;;;;5.564;;;;1.4552;;;
Rice, Indica, Taichung sen 10, brown, raw;10.6;;;;;7.0626;;;;1.2516;;;
Rice, G 7/ Zhefu 01 F8 , milled, raw;12;;;;;;;;;;;;
Rice, Jin 99-47/Zhefu01 F9 , milled, raw;12;;;;;;;;;;;;
Rice, Tai 01-12 , milled, raw;12;;;;;;;;;;;;
Rice, Ning99-15 , milled, raw;12;;;;;;;;;;;;
Rice, Xinluozhan 27, milled, raw;12;;;;;;;;;;;;
Rice, G99-242/Zhenong996 F9 , milled, raw;12;;;;;;;;;;;;
Rice, Chunjiang 13 , milled, raw;12;;;;;;;;;;;;
Rice, Zhenong 37 , milled, raw;12;;;;;;;;;;;;
Rice, Tanzhan , milled, raw;12;;;;;;;;;;;;
Rice, Heinuomi , milled, raw;12;;;;;;;;;;;;
Rice, Jaya, Indica, brown, raw;12.2;;;;1.1414;6.2338;;;;1.4048;;;
Rice, Jaya, Indica, brown, malted, germinated for 1 day, raw;11.5;;;;2.5665;6.549;;;;1.416;;;
Rice, Jaya, Indica, brown, malted, germinated for 2 days, raw;10.1;;;;4.4051;7.2819;;;;1.4384;;;
Rice, Indica, Jaya, brown, malted, germinated for 3 days, raw;10.8;;;;6.0656;7.582;;;;1.5164;;;
Rice, Indica, Jaya, brown, malted, germinated for 4 days, raw;11.3;;;;7.6282;7.8056;;;;1.5079;;;
Rice, Indica, Jaya, brown, malted, germinated for 5 days, raw;10.6;;;;9.2082;8.6718;;;;1.6092;;;
Rice, Japonica, Yamadanishiki, brown, raw;10.8;;;;0.6244;5.352;;;;1.1596;;;
Rice, Japonica, Yamadanishiki, brown, malted, germinated for 1 day, raw;10.7;;;;1.6074;5.7152;;;;1.1609;;;
Rice, Japonica, Yamadanishiki, brown, malted, germinated for 2 days, raw;10.6;;;;2.8608;6.1686;;;;1.1622;;;
Rice, Japonica, Yamadanishiki, brown, malted, germinated for 3 days, raw;10.3;;;;4.1262;6.6378;;;;1.2558;;;
Rice, Japonica, Yamadanishiki, brown, malted, germinated for 4 days, raw;11.5;;;;5.5755;6.903;;;;1.3275;;;
Rice, Japonica, Yamadanishiki, brown, malted, germinated for 5 days, raw;10.4;;;;7.5264;7.5264;;;;1.344;;;
Rice, IR 58, milled, raw;;;;;;;;;;;;;
Rice, Augusto, traditional, long-grain, milled, raw;10.9;;;;;;;;;;;;
Rice, Balilla, traditional, round-grain, milled, raw;11.7;;;;;;;;;;;;
Rice, Gladio, traditional, long-grain, milled, raw;10.7;;;;;;;;;;;;
Rice, Roma, traditional, long-grain, milled, raw;10.8;;;;;;;;;;;;
Rice, Selenio, traditional, round-grain, milled, raw;11.3;;;;;;;;;;;;
Rice, Vialone Nano, traditional, milled, raw;11.1;;;;;;;;;;;;
Rice, Apollo, aromatic, long-grain, milled, raw;11.3;;;;;;;;;;;;
Rice, Asia, aromatic, long-grain, milled, raw;10.9;;;;;;;;;;;;
Rice, Gange, aromatic, long-grain, milled, raw;11;;;;;;;;;;;;
Rice, Giano, aromatic, long-grain, milled, raw;11.1;;;;;;;;;;;;
Rice, Fragrance, aromatic, long-grain, milled, raw;11.4;;;;;;;;;;;;
Rice, Mihonishiski, brown, short-grain, raw;16.1;;;;;;;;;;;;
Rice, Mihonishiski, brown, short-grain, raw;16.2;;;;;;;;;;;;
Rice, Mihonishiski, brown, short-grain, raw;16.2;;;;;;;;;;;;
Rice, Mihonishiski, brown, short-grain, raw;14.4;;;;;;;;;;;;
Rice, Hatsunishiski, brown, short-grain, raw;15;;;;;;;;;;;;
Rice, Hatsunishiski, brown, short-grain, raw;15.3;;;;;;;;;;;;
Rice, Hatsunishiski, brown, short-grain, raw;15.1;;;;;;;;;;;;
Rice, Hatsunishiski, brown, short-grain, raw;15.1;;;;;;;;;;;;
Rice, Hatsunishiski, brown, short-grain, raw;15.3;;;;;;;;;;;;
Rice, Hatsunishiski, brown, short-grain, raw;15.4;;;;;;;;;;;;
Rice, BR3, brown, raw;;;;;;;;;;;;;
Rice, BR3, brown, raw;;;;;;;;;;;;;
Rice, BR3, brown, raw;;;;;;;;;;;;;
Rice, BR3, brown, raw;;;;;;;;;;;;;
Rice, BR3, brown, raw;;;;;;;;;;;;;
Rice, BR3, brown, raw;;;;;;;;;;;;;
Rice, BR3, brown, raw;;;;;;;;;;;;;
Rice, BR3, brown, raw;;;;;;;;;;;;;
Rice starch, Mira Quik, waxy, raw;10.1;5.6637;;;;;;;;;;;
Rice, wild, K-2, raw;10.71;;;;;;;;;;;;
Rice, wild, Johnson, raw;6.87;;;;;;;;;;;;
Rice, wild, Lake, raw;6.85;;;;;;;;;;;;
Rice, wild, Shattering, raw;5.71;;;;;;;;;;;;
Rice, wild, K-2, raw;9.83;;;;;;;;;;;;
Rice, wild, Johnson, raw;7.43;;;;;;;;;;;;
Rice, wild, Lake, raw;9.36;;;;;;;;;;;;
Rice, wild, Shattering, raw;7.38;;;;;;;;;;;;
Rice, wild, , raw;7.91;15.22;;;;;;;;;;;
Rice, wild, WR-1, brown, raw;12;;;;;;;;;;;;
Rice, wild, WR-2, brown, raw;12;;;;;;;;;;;;
Rice, wild, WR-3, brown, raw;12;;;;;;;;;;;;
Rice, wild, WR-4, brown, raw;12;;;;;;;;;;;;
Rice, wild, WR-5, brown, raw;12;;;;;;;;;;;;
Rice, Zhou 903, brown, raw;12;;;;;;;;;;;;
Rice, wild, WR-1, milled, raw;12;;;;;;;;;;;;
Rice, wild, WR-2, milled, raw;12;;;;;;;;;;;;
Rice, wild, WR-3, milled, raw;12;;;;;;;;;;;;
Rice, wild, WR-4, milled, raw;12;;;;;;;;;;;;
Rice, wild, WR-5, milled, raw;12;;;;;;;;;;;;
Rice, Zhou 903, milled, raw;12;;;;;;;;;;;;
Rice, Bonnet-73, long grain, milled, raw;9.9;;;;;;;;;;;;
Rice, Starbonnet, long grain, milled, raw;9.9;;;;;;;;;;;;
Rice, Lebonnet, long grain, milled, raw;10;;;;;;;;;;;;
Rice, Labelle, long grain, milled, raw;9.7;;;;;;;;;;;;
Rice, Bluebelle, long grain, milled, raw;10.2;;;;;;;;;;;;
Rice, Calrose, medium grain, sticky, milled, raw;10;;;;;;;;;;;;
Rice, CS-M3, medium grain, milled, raw;10.5;;;;;;;;;;;;
Rice, 3597, medium grain, milled, raw;10.1;;;;;;;;;;;;
Rice, Nato, medium grain, milled, raw;9.4;;;;;;;;;;;;
Rice, Nortai, medium grain, milled, raw;9.4;;;;;;;;;;;;
Rice, Caloro, short grain, milled, raw;11.1;;;;;;;;;;;;
Rice, Colusa, short grain, milled, raw;11;;;;;;;;;;;;
Rice, Indica long grain, flour, raw;10.28;;;;;;;;;;;;
Rice, Japonica, Calrose, medium grain, flour, raw;10.67;;;;;;;;;;;;
Rice, Arborio, short grain, flour, raw;8.08;;;;;;;;;;;;
Rice, glutinous, white, flour, raw;8.25;;;;;;;;;;;;
Rice, Labelle, long-grain, milled, raw;15.8;;;;;;;;;0.734302326;;;
Rice, Labelle, long-grain, milled, raw;15.8;;;;;;;;;0.518906977;;;
Rice, Labelle, long-grain, milled, raw;15.4;;;;;;;;;0.383651163;;;
Rice, Labelle, long-grain, milled, raw;15.3;;;;;;;;;0.147732558;;;
Rice, Caloro, short-grain, milled, raw;13;;;;;;;;;1.112790698;;;
Rice, Caloro, short-grain, milled, raw;12.8;;;;;;;;;0.882139535;;;
Rice, Caloro, short-grain, milled, raw;13;;;;;;;;;0.677790698;;;
Rice, Caloro, short-grain, milled, raw;13.1;;;;;;;;;0.474918605;;;
Rice, Caloro, short-grain, milled, raw;13;;;;;;;;;0.394534884;;;
Rice, Caloro, short-grain, milled, raw;13.1;;;;;;;;;0.34355814;;;
Rice, Caloro, short-grain, milled, raw;13.2;;;;;;;;;0.242232558;;;
Rice, Nato, medium-grain, milled, raw;13.1;;;;;;;;;1.424755814;;;
Rice, Nato, medium-grain, milled, raw;13;;;;;;;;;1.021744186;;;
Rice, Nato, medium-grain, milled, raw;13.3;;;;;;;;;0.594802326;;;
Rice, Nato, medium-grain, milled, raw;13.1;;;;;;;;;0.404186047;;;
Rice, Nato, medium-grain, milled, raw;12.9;;;;;;;;;0.354476744;;;
Rice, Nato, medium-grain, milled, raw;12.8;;;;;;;;;0.314325581;;;
Rice, Nato, medium-grain, milled, raw;12.9;;;;;;;;;0.313965116;;;
Rice, Brazos, medium-grain, milled, raw;11.4;;;;;;;;;1.215674419;;;
Rice, Brazos, medium-grain, milled, raw;11.8;;;;;;;;;0.974302326;;;
Rice, Brazos, medium-grain, milled, raw;11.9;;;;;;;;;0.655627907;;;
Rice, Brazos, medium-grain, milled, raw;11.6;;;;;;;;;0.45227907;;;
Rice, Brazos, medium-grain, milled, raw;11.8;;;;;;;;;0.420488372;;;
Rice, Brazos, medium-grain, milled, raw;11.6;;;;;;;;;0.390604651;;;
Rice, Brazos, medium-grain, milled, raw;11.7;;;;;;;;;0.236151163;;;
Rice, Labelle, long-grain, milled, raw;12.9;;;;;;;;;1.357139535;;;
Rice, Labelle, long-grain, milled, raw;13;;;;;;;;;0.738488372;;;
Rice, Labelle, long-grain, milled, raw;13;;;;;;;;;0.394534884;;;
Rice, Labelle, long-grain, milled, raw;12.9;;;;;;;;;0.344348837;;;
Rice, Labelle, long-grain, milled, raw;12.9;;;;;;;;;0.313965116;;;
Rice, Labelle, long-grain, milled, raw;12.8;;;;;;;;;0.192651163;;;
Rice, Labelle, long-grain, milled, raw;13;;;;;;;;;0.283255814;;;
Rice, Japonica, Ampec, waxy, milled, raw ;11;;;;;;;;;;;;
Rice, Japonica, Calmochi-202, waxy, milled, raw ;11;;;;;;;;;;;;
Rice, Japonica, Mochigome, waxy, milled, raw ;11;;;;;;;;;;;;
Eincorn wheat, grain, raw;12.36666667;9.46;;62.81333333;;11.30333333;;;;1.906666667;;;
Pigeon pea, seed, Lagos CCL011, raw;;;;;;;;;;;;;
Pigeon pea, seed, Osun CCL013, raw;;;;;;;;;;;;;
Pigeon pea, seed, Ibadan CCL012, raw;;;;;;;;;;;;;
Pigeon pea, seed, Imo CCL015, raw;;;;;;;;;;;;;
Pigeon pea, seed, Kano CCL014, raw;;;;;;;;;;;;;
Green pod, raw;40.5;16.5;9.2;24.6;;;;;6.5;2.7;;;
Creeping bauhinia/ Marama bean/ Tamani berry, green pod, fresh, raw;72.5;6.4;2.9;13.6;;;;;3.3;1.3;;;
Yam bean, seeds, raw;7.3;28.27;26.8;26.85;;;;;6.2;4.58;;;
Broad bean, 'White Windsor', seed, raw, milled;12.76;28.257036;2.608476;;;;13.461132;7.965012;7.424124;3.123192;;;
Horse (field) bean, 'Nadwinslanski', seed, raw, milled;11.09;26.086194;1.493688;;;;15.692615;9.104384;7.948554;3.503054;;;
Common bean, 'Longina', seed, raw, milled;10.57;23.681064;1.958517;;;;14.460831;6.421074;4.310526;3.630858;;;
Field pea, 'Fidelia', seed, raw, milled;11.27;22.528547;2.830487;;;;9.627205;5.545625;4.312278;2.732884;;;
Flat pea, 'Fortella', seed, raw, milled;10.5;24.6125;2.67605;;;;14.75855;6.47085;5.1373;2.80135;;;
Garden pea, 'Elektron', seed, raw, milled;11.75;21.4271;2.762225;;;;11.2607;6.027475;2.762225;2.691625;;;
Kidney bean, 'Eureka', seed, raw, milled;11.43;19.122263;3.967936;;;;11.3909877;5.695051;4.109648;4.295645;;;
Lentil, 'Trebisowska', seed, raw, milled;9.68;27.3218;2.854112;;;;15.516976;5.55468;3.766344;3.152168;;;
Velvet beans, seeds, mature, raw;9.94;20.902926;6.25917;49.271826;;;;;7.096728;4.692126;;;
Jack bean, seeds, raw;;25.7816;11.6402;;;;;;10.101;3.5594;;;
Velvet bean, seeds, raw;;27.0875;10.9335;;;;;;6.9935;5.2205;;;
Velvet bean, var. utilis, Black, seeds, mature, raw;6.7;18.8466;5.8779;57.0996;;;;;;3.3588;;;
Velvet bean, var. utilis, Black, seeds, mature, raw;8.5;26.8095;5.856;45.6585;;;;;;3.843;;;
Velvet bean, var. utilis, Black, seeds, mature, raw;7.9;24.7749;6.8154;47.7999;;;;;;3.0393;;;
Velvet bean, var. utilis, White, seeds, mature, raw;7.1;24.8043;6.8746;46.5429;;;;;;5.1095;;;
Zaragoza bean, White, raw;8.97;21.28;0.87;61.74;;;;;3.72;3.42;;;
Zaragoza bean, Spotted, raw;8.58;20.24;0.95;63.44;;;;;3.03;3.76;;;
Zaragoza bean, Red, raw;8.47;19.6;0.96;63.14;;;;;4.09;3.74;;;
Jack bean, seeds, raw;;18.48;5.28;50.16;;;;;;3.52;;;
Sword bean, var. rathu awara, seed, mature, raw;11.2;23.8;;29.6592;;;;;;3.46;;;
Brachystegia eurycoma, seeds, raw;7.5;8.75;11.5;67.2;;;;2.9;;2.2;;;
Canavalia ensiformis, seeds, raw;7.4;26.5;9.6;46.9;;;;7.6;;2;;;
Brachystegia eurycoma, seeds, raw;7.6;10;13;64.4;;;;2.7;;2.3;;;
Canavalia ensiformis, seeds, raw;9.6;24.6;7.2;46.2;;;;9.6;;2;;;
Terapy bean, var. latifolius, wild, seeds, raw;8.4;22.04812;;;;;;;;;;;
Terapy bean, var. latifolius, White, seeds, raw;5.15;17.77489;;;;;;;;;;;
Terapy bean, var. latifolius, White, seeds, raw;7.92;23.001584;;;;;;;;;;;
Terapy bean, var. latifolius, Brown, seeds, raw;5.23;21.70233;;;;;;;;;;;
Terapy bean, var. latifolius, Brown, seeds, raw;4.72;18.284232;;;;;;;;;;;
Terapy bean, White, seeds, raw;5.44;20.216928;1.059072;;;17.0318932;;6.723216;;3.820224;;;
Terapy bean, White, seeds, raw;1.67;16.952092;1.071797;;;23.20313618;;5.60481;;4.670675;;;
Terapy bean, White, seeds, raw;4.02;22.12339;0.950202;;;13.17410565;;4.683824;;3.781612;;;
Terapy bean, White, seeds, raw;2.19;17.097188;0.909633;;;16.96149995;;5.37955;;4.372107;;;
Terapy bean, Brown, seeds, raw;5.54;21.82026;1.03906;;;17.1728089;;6.32882;;3.806738;;;
Terapy bean, Brown, seeds, raw;5.64;21.495208;0.688828;;;16.48234512;;7.086436;;4.491536;;;
Terapy bean, Brown, seeds, raw;5.36;20.77348;0.766584;;;13.69174312;;6.454448;;4.30612;;;
Terapy bean, Brown, seeds, raw;5.31;21.267374;0.909024;;;17.51535541;;6.940777;;4.412554;;;
Terapy bean, Brown, seeds, raw;6.77;19.531685;0.978915;;;16.41300253;;7.104126;;4.074151;;;
Terapy bean, Brown, seeds, raw;2.22;18.13819;0.88002;;;22.09176791;;6.668596;;4.25343;;;
Terapy bean, Blue, seeds, raw;2.57;22.155582;1.149674;;;18.92993321;;5.660683;;3.721826;;;
Terapy bean, Brown speckled, seeds, raw;2.53;20.712375;1.120905;;;22.40281639;;5.916429;;3.947535;;;
Terapy bean, Black, seeds, raw;7.94;20.326848;0.708862;;;17.14470221;;6.085166;;4.133494;;;
Terapy bean, Black, seeds, raw;2.4;22.36016;1.00528;;;20.6501364;;6.77344;;4.51888;;;
Moth bean, var. Jwala, seeds, raw;8.4;;;;;;;;4.2;4.4;;;
Moth bean, var. RMO 225, seeds, raw;10.2;;;;;;;;4.4;4.2;;;
Moth bean, var. RMO 257, seeds, raw;10.5;;;;;;;;4.3;4.1;;;
Rice bean, JCR-152, seeds, raw;12.47;21.35732;;;;;;;;;;;
Rice bean, JCR-178, seeds, raw;13.28;21.055616;;;;;;;;;;;
Rice bean, JCR-163, seeds, raw;11.56;21.720864;;;;;;;;;;;
Rice bean, JCR-20, seeds, raw;13.98;20.627596;;;;;;;;;;;
Rice bean, IC-140802, seeds, raw;14.26;20.800524;;;;;;;;;;;
Rice bean, IC-140795, seeds, raw;12.28;22.175616;;;;;;;;;;;
Rice bean, IC-140796, seeds, raw;13.23;21.892071;;;;;;;;;;;
Rice bean, IC-137195, seeds, raw;11.17;20.581911;;;;;;;;;;;
Rice bean, IC-137194, seeds, raw;12.68;20.677376;;;;;;;;;;;
Rice bean, IC-019352, seeds, raw;13.56;21.229664;;;;;;;;;;;
Rice bean, EC-48223-B, seeds, raw;12.52;21.450096;;;;;;;;;;;
Rice bean, BRS-2, seeds, raw;12.57;22.355851;;;;;;;;;;;
Rice bean, LRB-134, seeds, raw;13.14;21.332816;;;;;;;;;;;
Rice bean, LRB-164, seeds, raw;13.12;21.80688;;;;;;;;;;;
Rice bean, LRB-168, seeds, raw;12.47;21.506121;;;;;;;;;;;
Rice bean, LRB-40-2, seeds, raw;12.94;21.399348;;;;;;;;;;;
Common bean, 'Ouro branco', seeds, raw;10.74;20.75295;1.51742;;;;;;;2.999136;;;
Common bean, 'Diamante Negro', seeds, raw;10.69;21.729123;1.705821;;;;;;;3.768882;;;
Common bean, 'BRS Radiante', seeds, raw with cooking water;15.38;19.648764;1.116984;;;;;;;3.139402;;;
Common bean, 'Perola', seeds, raw;11.19;20.044417;1.127887;;;;;;;3.445828;;;
Common bean, 'Talismã', seeds, raw;13.22;21.191676;1.683532;;;;;;;3.29764;;;
Common bean, 'Ouro branco', seeds, raw;10.62;;;;;19.30608;;;;;;;
Common bean, 'Diamante Negro', seeds, raw;10.28;;;;;23.390004;;;;;;;
Common bean, 'BRS Radiante', seeds, raw;11.05;;;;;20.36955;;;;;;;
Common bean, 'Perola', seeds, raw;11.08;;;;;21.091824;;;;;;;
Common bean, 'Talismã', seeds, raw;11.4;;;;;21.6184;;;;;;;
Common bean, 'Rawela', Dark-red, seeds, raw;;;;;;;;;;;;;
Common bean, 'Tip-Top', Black-browm, seeds, raw;;;;;;;;;;;;;
Common bean, 'Toffi', Cream, seeds, raw;;;;;;;;;;;;;
Lentil, Red, raw;9.6;23;1.9;47.6;2.7;13.7;;;;2.1;;;
Field bean, var. Chiaro di Torre Lama, seeds, raw;;19.4166;0.3752;;;;31.7982;16.1336;11.1622;3.752;;;
Field bean, var. Vesuvio, seeds, raw;;19.7707;0.3748;;;;31.5769;21.9258;14.5235;3.6543;;;
Lupin, var. Luxe, seeds, raw;;26.028;2.7956;;;;26.7992;20.244;15.8096;3.856;;;
Lupin, var. Multitalia, seeds, raw;;26.5236;2.0181;;;;28.9261;20.3732;14.6072;5.6699;;;
Pea, var. Classic, seeds, raw;;16.1082;0.5652;;;;29.7672;12.6228;7.9128;3.2028;;;
Pea, var. Hardy, seeds, raw;;16.1164;0.5622;;;;30.8273;14.3361;7.1212;3.2795;;;
Pea, var. Ideal, seeds, raw;;17.6528;0.5664;;;;29.5472;12.6496;8.1184;3.304;;;
Chickpea, Kabuli, raw;8.9;19.9;6.7;46.1;3.3;13.5;;;;2.6;;;
Chickpea, Desi, raw;8.3;19.7;5.5;41.4;2.2;20.8;;;;2.6;;;
Lentil, Green, raw;11.8;25.3;1.7;42.1;1.5;14.6;;;;2.3;;;
Mung beans, Crystal, raw;10.3;24.5;2;43.2;2.1;13.7;;;;3.5;;;
Lentil, Green, whole, large, raw;9.4;25.61;;;1.5;17.7;;;;2.14;;;
Lentil, Green, whole, medium, raw;9.47;23.94;;;1.5;15.6;;;;2.04;;;
Lentil, Green, whole, small, raw;8.89;25.38;;;1.5;18;;;;2.29;;;
Lentil, Green, whole, French, raw;9.08;25.18;;;1.4;16.8;;;;2.01;;;
Lentil, Red, whole, small, raw;9.05;25.29;;;1.2;16.9;;;;1.76;;;
Lentil, Red, whole, extra small, raw;8.99;25.09;;;1.4;21;;;;2.21;;;
Pea, Green, whole, raw;9.53;18.44;;;2.9;26;;;;2.26;;;
Pea, Yellow, whole, raw;10.36;18.66;;;2.2;20.4;;;;1.8;;;
Chickpea, Desi, raw;6.68;20.79;;;1.7;21.5;;;;1.46;;;
Chickpea, Kabuli, raw;7.61;21.54;;;2.8;12.6;;;;1.17;;;
Asparagus bean, Brown, raw;9.53;;;;;;;;;;;;
Winged bean, seed, raw;8.9;;;;;;;;;3.9;;;
Legume, var. White, seeds, mature, whole, raw;11.33;18.88671;0.407882;;;;;;;;;;
Legume, seeds, mature, whole, raw;11.88;16.090712;1.93864;;;;;;;;;;
Legume, var. Checkered, seeds, mature,  whole, raw;11.66;17.526656;5.424076;;;;;;;;;;
Legume, var. Red, seeds, mature, whole, raw;12.35;16.60091;0.341835;;;;;;;;;;
Legume, var. Cream, seeds, mature, whole, raw;11.73;17.239131;5.887609;;;;;;;;;;
Legume, seeds, mature, whole, raw;12.73;18.370335;0.942516;;;;;;;;;;
Winged bean, seeds, raw;;32.901297;16.750239;;;;;;;;;;
Winged bean, 27-02, seeds, whole, raw;8.3;;14.5803;;;;;;;;;;
Winged bean, UPS-122, seeds, whole, raw;8;;15.916;;;;;;;;;;
Winged bean, Raburi White, seeds, whole, raw;9.8;;16.3262;;;;;;;;;;
Winged bean, Ratchaburi Brown, seeds, whole, raw;8.7;;14.9732;;;;;;;;;;
Winged bean, Rayong Brown, seeds, whole, raw;7.9;;15.2886;;;;;;;;;;
Winged bean, 12-01, seeds, whole, raw;7.6;;14.784;;;;;;;;;;
Winged bean, 14-03, seeds, whole, raw;8.1;;13.785;;;;;;;;;;
Winged bean, 21-04, seeds, whole, raw;8.6;;14.4412;;;;;;;;;;
Winged bean, 26-01, seeds, whole, raw;8.2;;14.9634;;;;;;;;;;
