Food name in English;WATER(g);PROTCNT(g);FATCE(g);CHOAVLDF(g);SUGAR(g);FIBTG(g);FIBND(g);FIBAD(g);FIBC(g);ASH(g);CELLU(g);LIGN(g);HEMCEL(g)
Kiwifruit, Hirano, green flesh, absent hairs, raw;77.3;;;;;;;;;;;;
Kiwifruit, Gassan, green flesh, absent hairs, raw;78.5;;;;;;;;;;;;
Kiwifruit, Issai, green flesh, absent hairs, raw;82.7;;;;;;;;;;;;
Kiwifruit, Mitsuko, green flesh, absent hairs, raw;79.4;;;;;;;;;;;;
Strawberry, Polka, raw;90.2;;;;;;;;;;;;
Strawberry, Polka, raw;90.6;;;;;;;;;;;;
Strawberry, Polka, raw;89.1;;;;;;;;;;;;
Strawberry, Jonsok, raw;91.7;;;;;;;;;;;;
Strawberry, Jonsok, raw;91.4;;;;;;;;;;;;
Strawberry, Honeoye, raw;90;;;;;;;;;;;;
Gooseberry, red, raw;88.7;;;;;;;;;;;;
Gooseberry, yellow, raw;87.9;;;;;;;;;;;;
Apple, Lobo, whole fruit, raw;87.8;;;;;;;;;;;;
Apple, Lobo, peel, raw;85.1;;;;;;;;;;;;
Apple, Valkea Kuulas, whole fruit, raw;89.5;;;;;;;;;;;;
Apple, Valkea Kuulas, peel, raw;87.7;;;;;;;;;;;;
Apple, Granny Smith, whole fruit, raw;84.9;;;;;;;;;;;;
Apple, Granny Smith, peel, raw;81.8;;;;;;;;;;;;
Apple, Red Delicious, whole fruit, raw;86.3;;;;;;;;;;;;
Apple, Red Delicious, peel, raw;80.5;;;;;;;;;;;;
Grape, red, raw;85.2;;;;;;;;;;;;
Grape, green, raw;84.8;;;;;;;;;;;;
Orange red, raw;84.3;;;;;;;;;;;;
Grapefruit red, raw;84.9;;;;;;;;;;;;
Breadfruit, Afara, mature, raw;71.2;;;;;6.05;;;;;;;
Breadfruit, Hamoa (Maopo), mature, raw;68.7;;;;;4.68;;;;;;;
Breadfruit, Lemae, mature, raw;68.6;;;;;4.57;;;;;;;
Breadfruit, Ma'afala, mature, raw;65.8;;;;;4.46;;;;;;;
Breadfruit, Meiarepe, mature, raw;65.4;;;;;4.39;;;;;;;
Breadfruit, Meitehid, mature, raw;66.9;;;;;6.1;;;;;;;
Breadfruit, Meinpadahk, mature, raw;66;;;;;6.27;;;;;;;
Breadfruit, Meion, mature, raw;72.3;;;;;4.94;;;;;;;
Breadfruit, Otea, mature, raw;64.9;;;;;7.37;;;;;;;
Breadfruit, Piipiia, mature, raw;70.7;;;;;6.38;;;;;;;
Breadfruit, Porohiti (Meiuhpw), mature, raw;67.5;;;;;6.51;;;;;;;
Breadfruit, Puaa, mature, raw;69.8;;;;;7.34;;;;;;;
Breadfruit, Puou, mature, raw;70.3;;;;;5.28;;;;;;;
Breadfruit, Rotuma, mature, raw;72.4;;;;;5.02;;;;;;;
Breadfruit, Toneno, mature, raw;70.6;;;;;3.49;;;;;;;
Breadfruit, Ula, mature, raw;66.1;;;;;5.55;;;;;;;
Breadfruit, Ulu fiti, mature, raw;70.3;;;;;3.76;;;;;;;
Breadfruit, Ulu tala, mature, raw;72.7;;;;;4.37;;;;;;;
Breadfruit, White, mature, raw;69;;;;;5.75;;;;;;;
Breadfruit, Yap, mature, raw;72.4;;;;;2.13;;;;;;;
Date, Hardrami, pulp, raw;33.7;;;;;;;;;;;;
Date, Succari, pulp, raw;22.1;;;;;;;;;;;;
Date, Lubana, pulp, raw;29.5;;;;;;;;;;;;
Date, Shalabi, pulp, raw;27.3;;;;;;;;;;;;
Date, Mabroom, pulp, raw;37.7;;;;;;;;;;;;
Date, Burhi, pulp, raw;30.1;;;;;;;;;;;;
Date, Rabeah, pulp, raw;58.5;;;;;;;;;;;;
Date, Safawi, pulp, raw;28.4;;;;;;;;;;;;
Date, Beed, pulp, raw;57.2;;;;;;;;;;;;
Date, Qassab, pulp, raw;21.2;;;;;;;;;;;;
Date, Barni-Al Issa, pulp, raw;22.3;;;;;;;;;;;;
Date, Balah, pulp, raw;27.4;;;;;;;;;;;;
Date, Suffuri, pulp, raw;33.7;;;;;;;;;;;;
Date, Helwa, pulp, raw;28.5;;;;;;;;;;;;
Date, Suffuri, pulp, raw;22.8;;;;;;;;;;;;
Date, Surry, pulp, raw;38.4;;;;;;;;;;;;
Date, Naboot Al-Saif, pulp, raw;34.4;;;;;;;;;;;;
Date, Al-Sagei, pulp, raw;25.9;;;;;;;;;;;;
Date, Al-Ahsaa, pulp, raw;22.8;;;;;;;;;;;;
Date, Besha, pulp, raw;33.7;;;;;;;;;;;;
Pear, D'Anjou, peel, green, raw;;;;;;;;;;;;;
Pear, Red D'Anjou, peel, red, raw;;;;;;;;;;;;;
Pear, Bosc, peel, green, raw;;;;;;;;;;;;;
Pear, Forelle, peel, green/red, raw;;;;;;;;;;;;;
Pear, Coscia, peel, yellow/green, raw;;;;;;;;;;;;;
Pear, Packams, peel, green, raw;;;;;;;;;;;;;
Pear, D'Anjou, flesh, green, raw;;;;;;;;;;;;;
Pear, Red D'Anjou, flesh, red, raw;;;;;;;;;;;;;
Pear, Bosc, flesh, green, raw;;;;;;;;;;;;;
Pear, Forelle, flesh, green/red, raw;;;;;;;;;;;;;
Pear, Coscia, flesh, yellow/green, raw;;;;;;;;;;;;;
Pear, Packams, flesh, green, raw;;;;;;;;;;;;;
Northern highbush blueberry, Bluecrop, raw;75.9;;;;;;;;;;;;
Northern highbush blueberry, Jersey, (commercial maturity), raw;76.2;;;;;;;;;;;;
Northern highbush blueberry, Jersey, (commercial maturity), raw;67.1;;;;;;;;;;;;
Northern highbush blueberry, Jersey, (commercial maturity), raw;76.7;;;;;;;;;;;;
Northern highbush blueberry, Croatan, (commercial maturity), raw;85.1;;;;;;;;;;;;
Northern highbush blueberry, Duke, (commercial maturity), raw;79.4;;;;;;;;;;;;
Northern highbush blueberry, Rancocas, (commercial maturity), raw;72.4;;;;;;;;;;;;
Northern highbush blueberry, Rubel, (commercial maturity), raw;79.7;;;;;;;;;;;;
Southern highbush blueberry, O'Neal, (commercial maturity), raw;84;;;;;;;;;;;;
Rabbiteye, Climax, (commercial maturity), raw;83.9;;;;;;;;;;;;
Rabbiteye, Brightwell, (commercial maturity), raw;82;;;;;;;;;;;;
Rabbiteye, Tifblue, (commercial maturity), raw;82.3;;;;;;;;;;;;
Rabbiteye, Brightwell, (commercial maturity), raw;73.8;;;;;;;;;;;;
Rabbiteye, Tifblue, (commercial maturity), raw;81.7;;;;;;;;;;;;
Rabbiteye, Little Giant, (commercial maturity), raw;85.7;;;;;;;;;;;;
Lowbush blueberry, (commercial maturity), raw;68.9;;;;;;;;;;;;
Southern highbush blueberry, Reveille, (commercial maturity), raw;80.8;;;;;;;;;;;;
Southern highbush blueberry, Cape Fear, (commercial maturity), raw;83.2;;;;;;;;;;;;
Southern highbush blueberry, Pender, (commercial maturity), raw;83.1;;;;;;;;;;;;
Southern highbush blueberry, Bladen, (commercial maturity), raw;81.7;;;;;;;;;;;;
Apple, Jonagold, fresh, raw;82.6;;;;;;;;;;;;
Apple, Golden Delicious, fresh, raw;82.9;;;;;;;;;;;;
Apple, Cox's Orange, fresh, raw;83.3;;;;;;;;;;;;
Apple, Elstar, fresh, raw;83.2;;;;;;;;;;;;
Date, Fard, red, raw;;;;;;;;;;;;;
Date, Khasab, red, raw;;;;;;;;;;;;;
Date, Khalas, yellow, raw;;;;;;;;;;;;;
Pear, D'Anjou, peel and flesh, green, raw;;;;;;;;;;;;;
Pear, Red D'Anjou, peel and flesh, red, raw;;;;;;;;;;;;;
Pear, Bosc, peel and flesh, green, raw;;;;;;;;;;;;;
Pear, Forelle, peel and flesh, green/red, raw;;;;;;;;;;;;;
Pear, Coscia, peel and flesh, yellow/green, raw;;;;;;;;;;;;;
Pear, Packams, peel and flesh, green, raw;;;;;;;;;;;;;
Lowbush blueberry, Cumberland, raw;;;;;;;;;;;;;
Lowbush blueberry, Blomidin, raw;;;;;;;;;;;;;
Lowbush blueberry, raw;;;;;;;;;;;;;
Lowbush blueberry, Fundy, raw;;;;;;;;;;;;;
Lowbush blueberry, raw;;;;;;;;;;;;;
Southern highbush, Blue Ridge, raw;;;;;;;;;;;;;
Tamarillo fruit, golden-yellow skin, yellowish-orange firm flesh, raw;86;;;;;;;;;0.8;;;
Tamarillo fruit, purplish-red skin, yellowish-orange firm flesh, raw;92;;;;;;;;;0.9;;;
Tamarillo fruit, golden-yellow skin, yellowish-orange firm flesh, raw;88;;;;;;;;;0.7;;;
Tamarillo fruit, purplish-red skin, yellowish-orange firm flesh, raw;87;;;;;;;;;0.7;;;
Banana, Gran enana, whole pulp, raw;;;;;;;;;;;;;
Banana, Gran enana, whole pulp, raw;;;;;;;;;;;;;
Banana, Pequea enana, whole pulp, raw;;;;;;;;;;;;;
Banana, Pequea enana, whole pulp, conventional, raw;;;;;;;;;;;;;
Banana, Pequea enana, whole pulp, organic, raw;;;;;;;;;;;;;
Fruit, pulp with seed, raw;85.82;;;9.76;;;;;;0.64;;;
Fruit, pulp with seed, raw;86.28;;;9.86;;;;;;0.43;;;
Fruit, pulp with peel, raw;84.93;;;10.67;;;;;;0.6;;;
Fruit, whole fruit, raw;68.86;;;26.6;;;;;;1.54;;;
Fruit, pulp with seed, raw;77.45;;;15.83;;;;;;0.91;;;
Blue Columnar Cactus, pulp with seed, raw;85.89;;;8.72;;;;;;0.63;;;
Blue Columnar Cactus, cladode, mature, raw;92.02;;;4.75;;;;;;2.45;;;
Fruit, pulp with peel, raw;57.39;;;28.5;;;;;;1.23;;;
Fruit, Kernel (endosperm), raw;2.96;;;17.01;;;;;;1.75;;;
Fruit, whole fruit, raw;82.6;;;14.27;;;;;;0.93;;;
Fruit, pulp with seed, raw;76.11;;;19.38;;;;;;1.21;;;
Guava, raw;;;;;;;;;;;;;
Mangosteen, raw;;;;;;;;;;;;;
Rockmelon, raw;;;;;;;;;;;;;
Honeydew, raw;;;;;;;;;;;;;
West Indian cherry/ Barbados cherry/ Acerola, red, Waldy Cati 30, raw;;;;;;;;;;;;;
West Indian cherry/ Barbados cherry/ Acerola, red, Olivier, raw;;;;;;;;;;;;;
West Indian cherry/ Barbados cherry/ Acerola, red, Waldy Cati 30, raw;;;;;;;;;;;;;
West Indian cherry/ Barbados cherry/ Acerola, red, Olivier, raw;;;;;;;;;;;;;
Apple, Braeburn, raw;;;;;;;;;;;;;
Apple, Jonagold, raw;;;;;;;;;;;;;
Apple, Red Elstar, raw;;;;;;;;;;;;;
Apple, Golden Delicious, raw;;;;;;;;;;;;;
Apple, Florina, raw;;;;;;;;;;;;;
Apple, Goldrush, raw;;;;;;;;;;;;;
Apple, Goldstar, raw;;;;;;;;;;;;;
Apple, Rubinola, raw;;;;;;;;;;;;;
Apple, Topaz, raw;;;;;;;;;;;;;
Apple, Braeburn, pulp, raw;;;;;;;;;;;;;
Apple, Jonagold, pulp, raw;;;;;;;;;;;;;
Apple, Red Elstar, pulp, raw;;;;;;;;;;;;;
Apple, Golden Delicious, pulp, raw;;;;;;;;;;;;;
Apple, Florina, pulp, raw;;;;;;;;;;;;;
Apple, Goldrush, pulp, raw;;;;;;;;;;;;;
Apple, Goldstar, pulp, raw;;;;;;;;;;;;;
Apple, Rubinola, pulp, raw;;;;;;;;;;;;;
Apple, Topaz, pulp, raw;;;;;;;;;;;;;
Apple, Braeburn, peel, raw;;;;;;;;;;;;;
Apple, Jonagold, peel, raw;;;;;;;;;;;;;
Apple, Red Elstar, peel, raw;;;;;;;;;;;;;
Apple, Golden Delicious, peel, raw;;;;;;;;;;;;;
Apple, Florina, peel, raw;;;;;;;;;;;;;
Apple, Goldrush, peel, raw;;;;;;;;;;;;;
Apple, Goldstar, peel, raw;;;;;;;;;;;;;
Apple, Rubinola, peel, raw;;;;;;;;;;;;;
Apple, Topaz, peel, raw;;;;;;;;;;;;;
Cider apple, epidermis zone, raw;;;;;;;;;;;;;
Cider apple, parenchyma zone, raw;;;;;;;;;;;;;
Cider apple, core zone, raw;;;;;;;;;;;;;
Cider apple, seed, raw;;;;;;;;;;;;;
Cider apple, epidermis zone, raw;;;;;;;;;;;;;
Cider apple, parenchyma zone, raw;;;;;;;;;;;;;
Cider apple, core zone, raw;;;;;;;;;;;;;
Cider apple, seed, raw;;;;;;;;;;;;;
Cider apple, epidermis zone, raw;;;;;;;;;;;;;
Cider apple, parenchyma zone, raw;;;;;;;;;;;;;
Cider apple, core zone, raw;;;;;;;;;;;;;
Cider apple, seed, raw;;;;;;;;;;;;;
Cider apple, epidermis zone, raw;;;;;;;;;;;;;
Cider apple, parenchyma zone, raw;;;;;;;;;;;;;
Cider apple, core zone, raw;;;;;;;;;;;;;
Cider apple, seed, raw;;;;;;;;;;;;;
Apple, Bohnapfel, peel, organic, raw;;;;;;;;;;;;;
Apple, Kronprinz, peel, organic, raw;;;;;;;;;;;;;
Apple, Gravensteiner, peel, organic, raw;;;;;;;;;;;;;
Apple, Krummstiel, peel, organic, raw;;;;;;;;;;;;;
Apple, Kornapfel, peel, organic, raw;;;;;;;;;;;;;
Apple, St Maschanzker, peel, organic, raw;;;;;;;;;;;;;
Apple, Geflammter Cardinal, peel, organic, raw;;;;;;;;;;;;;
Apple, Železni?arka, peel, organic, raw;;;;;;;;;;;;;
Apple, Goldparmäne, peel, organic, raw;;;;;;;;;;;;;
Apple, Roter Pogatscher, peel, organic, raw;;;;;;;;;;;;;
Apple, Champagner Renette, peel, organic, raw;;;;;;;;;;;;;
Apple, Royal Gala, peel, integrated, raw;;;;;;;;;;;;;
Apple, Fuji, peel, integrated, raw;;;;;;;;;;;;;
Apple, Elstar, peel, intergrated, raw;;;;;;;;;;;;;
Apple, Jonagold Decosta, peel, integrated, raw;;;;;;;;;;;;;
Apple, Jonatan, peel, integrated, raw;;;;;;;;;;;;;
Apple, Majda, peel, integrated, raw;;;;;;;;;;;;;
Apple, Pink Lady, peel, integrated, raw;;;;;;;;;;;;;
Apple, Braeburn, peel, integrated, raw;;;;;;;;;;;;;
Apple, Pinova, peel, scab-resistant, raw;;;;;;;;;;;;;
Apple, Remura, peel, scab-resistant, raw;;;;;;;;;;;;;
Apple, Topaz, peel, scab-resistant, raw;;;;;;;;;;;;;
Apple, Bohnapfel, pulp, organic, raw;;;;;;;;;;;;;
Apple, Kronprinz, pulp, organic, raw;;;;;;;;;;;;;
Apple, Gravensteiner, pulp, organic, raw;;;;;;;;;;;;;
Apple, Krummstiel, pulp, organic, raw;;;;;;;;;;;;;
Apple, Kornapfel, pulp, organic, raw;;;;;;;;;;;;;
Apple, St Maschanzker, pulp, organic, raw;;;;;;;;;;;;;
Apple, Geflammter Cardinal, pulp, organic, raw;;;;;;;;;;;;;
Apple, Železni?arka, pulp, organic, raw;;;;;;;;;;;;;
Apple, Goldparmäne, pulp, organic, raw;;;;;;;;;;;;;
Apple, Roter Pogatscher, pulp, organic, raw;;;;;;;;;;;;;
Apple, Champagner Renette, pulp, organic, raw;;;;;;;;;;;;;
Apple, Royal Gala, pulp, integrated, raw;;;;;;;;;;;;;
Apple, Fuji, pulp, integrated, raw;;;;;;;;;;;;;
Apple, Elstar, pulp, intergrated, raw;;;;;;;;;;;;;
Apple, Jonagold Decosta, pulp, integrated, raw;;;;;;;;;;;;;
Apple, Jonatan, pulp, integrated, raw;;;;;;;;;;;;;
Apple, Majda, pulp, integrated, raw;;;;;;;;;;;;;
Apple, Pink Lady, pulp, integrated, raw;;;;;;;;;;;;;
Apple, Braeburn, pulp, integrated, raw;;;;;;;;;;;;;
Apple, Pinova, pulp, scab-resistant, raw;;;;;;;;;;;;;
Apple, Remura, pulp, scab-resistant, raw;;;;;;;;;;;;;
Apple, Topaz, pulp, scab-resistant, raw;;;;;;;;;;;;;
Apple, Empire, peel, raw;;;;;;;;;;;;;
Apple, McIntosh, peel, raw;;;;;;;;;;;;;
Apple, Cortland, peel, raw;;;;;;;;;;;;;
Apple, Mutsu, peel, raw;;;;;;;;;;;;;
Apple, Red Delicious, peel, raw;;;;;;;;;;;;;
Apple, Northern Spy, peel, raw;;;;;;;;;;;;;
Apple, Golden Delicious, peel, raw;;;;;;;;;;;;;
Apple, Ida Red, peel, raw;;;;;;;;;;;;;
Apple, Empire, flesh, raw;;;;;;;;;;;;;
Apple, McIntosh, flesh, raw;;;;;;;;;;;;;
Apple, Cortland, flesh, raw;;;;;;;;;;;;;
Apple, Mutsu, flesh, raw;;;;;;;;;;;;;
Apple, Red Delicious, flesh, raw;;;;;;;;;;;;;
Apple, Northern Spy, flesh, raw;;;;;;;;;;;;;
Apple, Golden Delicious, flesh, raw;;;;;;;;;;;;;
Apple, Ida Red, flesh, raw;;;;;;;;;;;;;
Date, Bushibal, green, raw;82.4;;;;5.80624;;;;2.1648;0.6688;;;
Date, Bushibal, red, raw;62.8;;;;23.96424;;;;1.7856;1.0416;;;
Date, Bushibal, dull brown, raw;43.2;;;;38.74328;;;;1.8176;1.136;;;
Date, Bushibal, dark brown, raw;16.3;;;;66.44943;;;;2.0925;1.674;;;
Date, Gash Gaafar, green, raw;82.9;;;;6.35607;;;;1.8126;0.6327;;;
Date, Gash Gaafar, red, raw;59.1;;;;25.24348;;;;2.045;1.1452;;;
Date, Gash Gaafar, dull brown, raw;40;;;;40.278;;;;1.98;1.38;;;
Date, Gash Gaafar, dark brown, raw;7.2;;;;73.58112;;;;2.5056;1.856;;;
Date, Gash Habash, green, raw;82.1;;;;6.38135;;;;1.8795;0.6265;;;
Date, Gash Habash, red, raw;66.7;;;;20.00664;;;;1.7316;0.999;;;
Date, Gash Habash, dull brown, raw;44.2;;;;41.92254;;;;2.3994;1.2834;;;
Date, Gash Habash, dark brown, raw;12.8;;;;67.98984;;;;2.18;1.5696;;;
Date, Lulu, green, raw;83.3;;;;6.05876;;;;1.8203;0.6513;;;
Date, Lulu, red, raw;62.4;;;;25.28976;;;;1.5792;0.8648;;;
Date, Lulu, dull brown, raw;41.6;;;;43.75912;;;;1.9856;1.168;;;
Date, Lulu, dark brown, raw;13.1;;;;68.2165;;;;2.3463;1.3904;;;
Date, Shahla, green, raw;82.7;;;;6.6086;;;;1.6608;0.6574;;;
Date, Shahla, red, raw;72.8;;;;14.51936;;;;1.6864;0.7888;;;
Date, Shahla, dull brown, raw;;;;;;;;;;;;;
Date, Shahla, dark brown, raw;12.6;;;;68.71388;;;;2.5346;1.6606;;;
Nectarine, Arctic Star, mature, peel, raw;;;;;;;;;;;;;
Nectarine, Arctic Star, mature, white flesh, raw;;;;;;;;;;;;;
Nectarine, Arctic Star, ripe, peel, raw;;;;;;;;;;;;;
Nectarine, Arctic Star, ripe, white flesh, raw;;;;;;;;;;;;;
Nectarine, Arctic Queen, mature, peel, raw;;;;;;;;;;;;;
Nectarine, Arctic Queen, mature, white flesh, raw;;;;;;;;;;;;;
Nectarine, Arctic Queen, ripe, peel, raw;;;;;;;;;;;;;
Nectarine, Arctic Queen, ripe, white flesh, raw;;;;;;;;;;;;;
Nectarine, Arctic Snow, mature, peel, raw;;;;;;;;;;;;;
Nectarine, Arctic Snow, mature, white flesh, raw;;;;;;;;;;;;;
Nectarine, Arctic Snow, ripe, peel, raw;;;;;;;;;;;;;
Nectarine, Arctic Snow, ripe, white flesh, raw;;;;;;;;;;;;;
Nectarine, Fire Pearl, mature, peel, raw;;;;;;;;;;;;;
Nectarine, Fire Pearl, mature, white flesh, raw;;;;;;;;;;;;;
Nectarine, Fire Pearl, ripe, peel, raw;;;;;;;;;;;;;
Nectarine, Fire Pearl, ripe, white flesh, raw;;;;;;;;;;;;;
Nectarine, Brite Pearl, mature, peel, raw;;;;;;;;;;;;;
Nectarine, Brite Pearl, mature, white flesh, raw;;;;;;;;;;;;;
Nectarine, Brite Pearl, ripe, peel, raw;;;;;;;;;;;;;
Nectarine, Brite Pearl, ripe, white flesh, raw;;;;;;;;;;;;;
Nectarine, Red Jim, mature, peel, raw;;;;;;;;;;;;;
Nectarine, Red Jim, mature, yellow flesh, raw;;;;;;;;;;;;;
Nectarine, Red Jim, ripe, peel, raw;;;;;;;;;;;;;
Nectarine, Red Jim, ripe, yellow flesh, raw;;;;;;;;;;;;;
Nectarine, August Red, mature, peel, raw;;;;;;;;;;;;;
Nectarine, August Red, mature, yellow flesh, raw;;;;;;;;;;;;;
Nectarine, August Red, ripe, peel, raw;;;;;;;;;;;;;
Nectarine, August Red, ripe, yellow flesh, raw;;;;;;;;;;;;;
Nectarine, Spring Bright, mature, peel, raw;;;;;;;;;;;;;
Nectarine, Spring Bright, mature, yellow flesh, raw;;;;;;;;;;;;;
Nectarine, Spring Bright, ripe, peel, raw;;;;;;;;;;;;;
Nectarine, Spring Bright, ripe, yellow flesh, raw;;;;;;;;;;;;;
Nectarine, May Glo, mature, peel, raw;;;;;;;;;;;;;
Nectarine, May Glo, mature, yellow flesh, raw;;;;;;;;;;;;;
Nectarine, May Glo, ripe, peel, raw;;;;;;;;;;;;;
Nectarine, May Glo, ripe, yellow flesh, raw;;;;;;;;;;;;;
Nectarine, September Red, mature, peel, raw;;;;;;;;;;;;;
Nectarine, September Red, mature, yellow flesh, raw;;;;;;;;;;;;;
Nectarine, September Red, ripe, peel, raw;;;;;;;;;;;;;
Nectarine, September Red, ripe, yellow flesh, raw;;;;;;;;;;;;;
Peach, Summer Sweet, mature, peel, raw;;;;;;;;;;;;;
Peach, Summer Sweet, mature, white flesh, raw;;;;;;;;;;;;;
Peach, Summer Sweet, ripe, peel, raw;;;;;;;;;;;;;
Peach, Summer Sweet, ripe, white flesh, raw;;;;;;;;;;;;;
Peach, Snow King, mature, peel, raw;;;;;;;;;;;;;
Peach, Snow King, mature, white flesh, raw;;;;;;;;;;;;;
Peach, Snow King, ripe, peel, raw;;;;;;;;;;;;;
Peach, Snow King, ripe, white flesh, raw;;;;;;;;;;;;;
Peach, Snow Giant, mature, peel, raw;;;;;;;;;;;;;
Peach, Snow Giant, mature, white flesh, raw;;;;;;;;;;;;;
Peach, Snow Giant, ripe, peel, raw;;;;;;;;;;;;;
Peach, Snow Giant, ripe, white flesh, raw;;;;;;;;;;;;;
Peach, Champagne, mature, peel, raw;;;;;;;;;;;;;
Peach, Champagne, mature, white flesh, raw;;;;;;;;;;;;;
Peach, Champagne, ripe, peel, raw;;;;;;;;;;;;;
Peach, Champagne, ripe, white flesh, raw;;;;;;;;;;;;;
Peach, September Snow, mature, peel, raw;;;;;;;;;;;;;
Peach, September Snow, mature, white flesh, raw;;;;;;;;;;;;;
Peach, September Snow, ripe, peel, raw;;;;;;;;;;;;;
Peach, September Snow, ripe, white flesh, raw;;;;;;;;;;;;;
Peach, Flavorcrest, mature, peel, raw;;;;;;;;;;;;;
Peach, Flavorcrest, mature, yellow flesh, raw;;;;;;;;;;;;;
Peach, Flavorcrest, ripe, peel, raw;;;;;;;;;;;;;
Peach, Flavorcrest, ripe, yellow flesh, raw;;;;;;;;;;;;;
Peach, Spring Lady, mature, peel, raw;;;;;;;;;;;;;
Peach, Spring Lady, mature, yellow flesh, raw;;;;;;;;;;;;;
Peach, Spring Lady, ripe, peel, raw;;;;;;;;;;;;;
Peach, Spring Lady, ripe, yellow flesh, raw;;;;;;;;;;;;;
Peach, Rich Lady, mature, peel, raw;;;;;;;;;;;;;
Peach, Rich Lady, mature, yellow flesh, raw;;;;;;;;;;;;;
Peach, Rich Lady, ripe, peel, raw;;;;;;;;;;;;;
Peach, Rich Lady, ripe, yellow flesh, raw;;;;;;;;;;;;;
Peach, O'Henry, mature, peel, raw;;;;;;;;;;;;;
Peach, O'Henry, mature, yellow flesh, raw;;;;;;;;;;;;;
Peach, O'Henry, ripe, peel, raw;;;;;;;;;;;;;
Peach, O'Henry, ripe, yellow flesh, raw;;;;;;;;;;;;;
Peach, September Sun, mature, peel, raw;;;;;;;;;;;;;
Peach, September Sun, mature, yellow flesh, raw;;;;;;;;;;;;;
Peach, September Sun, ripe, peel, raw;;;;;;;;;;;;;
Peach, September Sun, ripe, yellow flesh, raw;;;;;;;;;;;;;
Plum, Angeleno, mature, peel, raw;;;;;;;;;;;;;
Plum, Angeleno, mature, flesh, raw;;;;;;;;;;;;;
Plum, Angeleno, ripe, peel, raw;;;;;;;;;;;;;
Plum, Angeleno, ripe, flesh, raw;;;;;;;;;;;;;
Plum, Black Beaut, mature, peel, raw;;;;;;;;;;;;;
Plum, Black Beaut, mature, flesh, raw;;;;;;;;;;;;;
Plum, Black Beaut, ripe, peel, raw;;;;;;;;;;;;;
Plum, Black Beaut, ripe, flesh, raw;;;;;;;;;;;;;
Plum, Santa Rosa, mature, peel, raw;;;;;;;;;;;;;
Plum, Santa Rosa, mature, flesh, raw;;;;;;;;;;;;;
Plum, Santa Rosa, ripe, peel, raw;;;;;;;;;;;;;
Plum, Santa Rosa, ripe, flesh, raw;;;;;;;;;;;;;
Plum, Red Beaut, mature, peel, raw;;;;;;;;;;;;;
Plum, Red Beaut, mature, flesh, raw;;;;;;;;;;;;;
Plum, Red Beaut, ripe, peel, raw;;;;;;;;;;;;;
Plum, Red Beaut, ripe, flesh, raw;;;;;;;;;;;;;
Plum, Wickson, mature, peel, raw;;;;;;;;;;;;;
Plum, Wickson, mature, flesh, raw;;;;;;;;;;;;;
Plum, Wickson, ripe, peel, raw;;;;;;;;;;;;;
Plum, Wickson, ripe, flesh, raw;;;;;;;;;;;;;
Apple, Braeburn, integrated grown, sweet flavour, raw;;;;;;;;;;;;;
Apple, Elstar, integrated grown, sweet-sour flavour, raw;;;;;;;;;;;;;
Apple, Fuji, integrated grown, highly sweet flavour, raw;;;;;;;;;;;;;
Apple, Gala, integrated grown, sweet flavour, raw;;;;;;;;;;;;;
Apple, Golden Delicious, integrated grown, sweet flavour, raw;;;;;;;;;;;;;
Apple, Idared, integrated grown, sweet-sour flavour, raw;;;;;;;;;;;;;
Apple, Jonagold, integrated grown, sweet, sightly sour flavour, raw;;;;;18.3;;;;;;;;
Apple, Baumanns Renette, integrated grown, harmonic flavour, raw;;;;;;;;;;;;;
Apple, Cox Orange, integrated grown, harmonic flavour, raw;;;;;;;;;;;;;
Apple, Danzinger Kantapfel, integrated grown, harmonic flavour, raw;;;;;;;;;;;;;
Apple, Gravensteiner, integrated grown, harmonic flavour, raw;;;;;;;;;;;;;
Apple, Wei?er Klaraphel, integrated grown, harmonic flavour, raw;;;;;;;;;;;;;
Apple, Kronprinz Rudolf, integrated grown, sweet flavour, raw;;;;;;;;;;;;;
Apple, Lavanttaler Bananenapfel, integrated grown, sweet flavour, raw;;;;;;;;;;;;;
Apple, Roter Boskoop, integrated grown, sour-sweet flavour, raw;;;;;;;;;;;;;
Apple, Steirische Schafnase, integrated grown, sour flavour, raw;;;;;;;;;;;;;
Apple, Steirische Maschanzker, integrated grown, sweet, slightly sour flavour, raw;;;;;;;;;;;;;
Apple, Annurca, flesh, raw;;;;;;;;;;;;;
Apple, Red Delicious, flesh, raw;;;;;;;;;;;;;
Apple, Golden Delicious, flesh, raw;;;;;;;;;;;;;
Apple, Empire, flesh, raw;;;;;;;;;;;;;
Strawberry, Mazi, ripe, raw;91.2;;;;;;;;;;;;
Strawberry, Oso Grande, ripe, raw;90.5;;;;;;;;;;;;
Strawberry, Dover, ripe, raw;93.1;;;;;;;;;;;;
Strawberry, Pajaro, ripe, raw;90.8;;;;;;;;;;;;
Strawberry, Toyonoka, ripe, raw;89.7;;;;;;;;;;;;
Strawberry, Campineiro, ripe, raw;92.8;;;;;;;;;;;;
Bayberry, Xiangsham, mature, dark red, raw;;;;;;;;;;;;;
Bayberry, Biqi, mature, dark red, raw;;;;;;;;;;;;;
Bayberry, Dongkui, mature, dark red, raw;;;;;;;;;;;;;
Red raspberry, Balder, raw;;;;;;;;;;;;;
Red raspberry, Heisa, raw;;;;;;;;;;;;;
Red raspberry, Preussen, raw;;;;;;;;;;;;;
